areas, ws, hs
cxs[i],cys[i],object_areas[i],ws[i],hs[i],framenr[i]
112.58897243107769,252.29752953813104,465.5,20.0,40.0,1681.0
110.91452034341171,251.43896976483762,446.5,20.0,39.0,1682.0
109.46887796887796,250.44799344799344,407.0,18.0,38.0,1683.0
108.58333333333333,249.42270531400968,414.0,20.0,36.0,1684.0
107.35353535353534,248.74626262626262,412.5,20.0,35.0,1685.0
106.11543624161074,248.0586129753915,372.5,19.0,34.0,1686.0
104.89059829059828,247.31666666666666,390.0,20.0,37.0,1687.0
103.54793315743183,246.9221635883905,379.0,20.0,36.0,1688.0
101.82387190684133,245.5322658903445,343.5,19.0,33.0,1689.0
100.34457560427205,245.26138279932547,296.5,18.0,32.0,1690.0
99.9389604196471,246.2222222222222,349.5,19.0,33.0,1691.0
99.02858527131781,246.27761627906978,344.0,21.0,33.0,1692.0
98.25612052730696,246.3611111111111,354.0,21.0,32.0,1693.0
97.39201539201538,246.64694564694562,346.5,21.0,32.0,1694.0
97.13324479858343,247.19477644975652,376.5,23.0,33.0,1695.0
96.34231805929919,247.9672057502246,371.0,24.0,33.0,1696.0
95.52287581699346,248.09586056644878,382.5,25.0,33.0,1697.0
95.08295625942684,247.76168929110102,442.0,29.0,39.0,1698.0
93.27658774896655,246.58098459225852,443.5,30.0,41.0,1699.0
91.74882629107981,245.95970266040686,426.0,30.0,41.0,1700.0
90.57243319268635,245.26933895921235,474.0,31.0,42.0,1701.0
89.72478632478631,245.1111111111111,487.5,33.0,42.0,1702.0
88.45971074380165,244.45316804407713,484.0,31.0,41.0,1703.0
87.36277717193747,244.27553616866592,458.5,31.0,41.0,1704.0
86.97464503042596,244.6210277214334,493.0,32.0,41.0,1705.0
85.9142156862745,244.25910364145656,476.0,31.0,40.0,1706.0
85.38753099539495,244.59971661353168,470.5,31.0,39.0,1707.0
84.3920357020254,244.03673189152076,485.5,31.0,38.0,1708.0
84.36157024793388,244.69180440771348,484.0,30.0,34.0,1709.0
83.23256624825662,244.10739191073918,478.0,28.0,31.0,1710.0
81.93404808317088,243.949967511371,513.0,29.0,32.0,1711.0
80.87118320610686,243.7270992366412,524.0,29.0,32.0,1712.0

726.241935483871,28.885304659498207,42.215053763440864
519.3242718446602,273.30744336569575,257.5,20.0,25.0,1509.0
517.4842249657064,273.5301783264746,243.0,21.0,24.0,1510.0
515.8583495776478,273.8927875243665,256.5,23.0,25.0,1511.0
514.1701063164477,273.9831144465291,266.5,22.0,25.0,1512.0
513.6659736659736,274.6216216216216,240.5,17.0,25.0,1513.0
512.2539356605065,274.6735112936345,243.5,17.0,25.0,1514.0
510.83815426997245,274.76997245179064,242.0,17.0,25.0,1515.0
509.1846250787649,274.72778827977316,264.5,18.0,26.0,1516.0
507.8336304218656,274.27688651218057,280.5,19.0,26.0,1517.0
506.81572327044023,273.9836477987421,265.0,17.0,26.0,1518.0
505.0119658119658,273.78746438746435,292.5,18.0,27.0,1519.0
503.29754273504267,273.2895299145299,312.0,19.0,27.0,1520.0
501.93439153439147,272.74920634920636,315.0,18.0,27.0,1521.0
500.4243851386708,272.61852433281007,318.5,19.0,28.0,1522.0
498.6359516616314,273.2210473313192,331.0,19.0,27.0,1523.0
496.97987236131564,272.81737849779086,339.5,21.0,28.0,1524.0
495.10905642484585,272.6642958748222,351.5,20.0,28.0,1525.0
